SMILES,Title,IC50nM,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
CC(Oc1cc(C(=O)N(C)C)ccc1Nc1nc(OC2CCC(C)(O)CC2)c2c(Cl)c[nH]c2n1)C(F)(F)F,CHEMBL4546504,0.107,-7.59727521412772,-7.93366663289398,555.9850000000005,5.458700000000006,3.7429906650251166,0.35475370552041685,112.60000000000001,7,3,7,True,CHEMBL319467,0.5035868005738882,CHEMBL4546504,1.0,0.21,1.0
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCCC3=O)cc2)ncc1Cl,CHEMBL3220502,0.16,-9.4529090718042,-7.89265308178207,422.8760000000002,3.842900000000002,2.308541295707778,0.5557685866707655,113.24,6,3,6,True,CHEMBL402932,0.6526845637583892,CHEMBL3220502,1.0,0.33783783783783783,1.0
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)c(F)c2)ncc1Cl,CHEMBL3220499,0.25,-8.35627767708297,-7.65758402259048,442.8820000000002,3.6918000000000024,2.3764205575349795,0.5342059697853931,105.4,7,3,6,False,CHEMBL402932,0.6389133442334298,CHEMBL3220499,1.0,0.2839506172839506,1.0
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,CHEMBL3220493,0.28,-8.96021459128435,-7.76659161377441,424.89200000000017,3.5527000000000024,2.2674549345949533,0.555193668815431,105.4,7,3,6,False,CHEMBL402932,0.6373288985544326,CHEMBL3220493,1.0,0.352112676056338,1.0
COc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,CHEMBL3220497,0.28,-9.19284803237648,-7.77507768785465,454.91800000000035,3.561300000000001,2.3869415082822236,0.4960863475336107,114.63000000000001,8,3,7,False,13918,0.595094124358243,CHEMBL3220497,1.0,0.27472527472527475,1.0
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4c(-c5ccc(F)cc5)nc(SC)n4C)ccn3)cc2)c1,CHEMBL4077018,0.3,-6.86431977968538,-8.53729804305615,578.6730000000002,7.130500000000006,2.715553120012025,0.12708668933590084,100.94000000000001,7,3,9,False,51376218,0.49856754572834794,CHEMBL4077018,1.0,0.17829457364341086,1.0
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2F)ncc1Cl,CHEMBL3220496,0.3,-7.89869412594868,-8.01789891617432,442.8820000000002,3.6918000000000024,2.400937584328412,0.5342059697853931,105.4,7,3,6,True,CHEMBL2391123,0.5769486271036315,CHEMBL3220496,1.0,0.1511627906976744,1.0
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,CHEMBL3220498,0.31,-7.55220631728083,-7.75360928269805,438.9190000000003,3.8611200000000023,2.3710547839826894,0.5361548996770706,105.39999999999999,7,3,6,False,CHEMBL402541,0.6281407035175879,CHEMBL3220498,1.0,0.26436781609195403,1.0
COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,CHEMBL3220494,0.42,-8.82120942152658,-7.60179976187109,369.8120000000001,3.7247000000000012,2.051694354328525,0.6115541273044517,102.16000000000001,6,3,6,True,13896,0.6787878787878787,CHEMBL3220494,1.0,0.21052631578947367,1.0
CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4c(-c5ccccc5)nn5ccccc45)n3)cc2)c1,CHEMBL3393608,0.5,-7.20422422335666,-8.68701582722021,608.7060000000001,6.510500000000004,2.815382501299121,0.15187348263140046,116.55,8,3,10,False,346043,0.4579240340537001,CHEMBL3393608,1.0,0.14953271028037382,1.0
Cc1ccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)cc1NC(=O)C=CCN(C)C,188576,0.5,-6.75712614242267,-8.20679073719548,507.59800000000024,4.899220000000003,2.5297140896814607,0.2763393557839034,112.14,7,3,9,False,CHEMBL4278287,0.5139096855544172,188576,1.0,0.18487394957983194,1.0
Cc1ccc(NC(=O)C=CCN(C)C)cc1C(=O)Nc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,188575,0.5,-8.81470632267558,-8.78369242822204,507.5980000000001,4.899220000000003,2.554123969709689,0.2763393557839034,112.14,7,3,9,False,50234923,0.5241830065359477,188575,1.0,0.13,1.0
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3cc(-c4[nH]c(SC)nc4-c4ccc(F)cc4)ccn3)cc2)c1,CHEMBL4062023,0.6,-7.53760571936069,-11.4411604697745,564.6460000000002,7.120100000000005,2.6693639315845843,0.11204679151805517,111.80000000000001,6,4,9,False,CHEMBL4293305,0.49464941702603415,CHEMBL4062023,1.0,0.17647058823529413,1.0
CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)c1,CHEMBL3393607,0.7,-7.81788742439089,-8.47232370939596,493.57100000000014,4.590800000000002,2.4821719266470144,0.2924200703624349,112.14,7,3,9,False,CHEMBL2046466,0.5526186014399842,CHEMBL3393607,1.0,0.17525773195876287,1.0
N#Cc1ccc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cc1,CHEMBL3220500,0.77,-9.08274465257424,-8.07790622657919,364.7960000000001,3.5877800000000013,2.205618678652849,0.6365290105781194,116.72000000000001,6,3,5,True,CHEMBL188938,0.6913633119200571,CHEMBL3220500,1.0,0.25,1.0
COc1cc(N2CCOCC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(N)=O)n1,CHEMBL3220495,0.78,-7.42791803873625,-7.95100010631804,454.9180000000002,3.5613,2.400504718984564,0.4960863475336109,114.63000000000001,8,3,7,True,CHEMBL404565,0.6086402594394256,CHEMBL3220495,1.0,0.23333333333333334,1.0
C=CC(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)c1,188571,0.96,-7.18448104405639,-7.48690886805672,436.4750000000001,4.6590000000000025,2.25880979539812,0.36372321459545853,108.9,6,3,7,False,CHEMBL4293305,0.6038133563284469,188571,1.0,0.1559633027522936,1.0
Cc1cc(NC(=O)c2cccc(NC(=O)C=CCN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1,188574,0.98,-8.01376008397872,-8.29801974875952,507.5980000000002,4.899220000000003,2.572198916780966,0.2763393557839034,112.14,7,3,9,False,CHEMBL407730,0.49077288507217254,188574,1.0,0.2,1.0
Oc1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1,CHEMBL3099975,1.0,-7.92066397537614,-11.9279304265384,432.45500000000015,4.828500000000004,2.536649140104611,0.4673700992693614,83.65,7,2,5,False,CHEMBL4802108,0.6074776424954207,CHEMBL3099975,1.0,0.15789473684210525,1.0
O=C(NC1CC1)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,CHEMBL4861739,1.0,-6.79893262192295,-8.90314845405069,426.90400000000005,5.515300000000003,2.6501983784257668,0.4417172655515504,58.95,5,2,5,True,14648,0.5847457627118644,CHEMBL4861739,1.0,0.18947368421052632,1.0
[H]C([H])([H])N1CCC(NC(=O)c2cc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)cs2)C1,CHEMBL4875508,1.0,-8.86465276817712,-9.02935106835507,451.9830000000001,4.917900000000003,3.070531389906372,0.45188402910100395,62.190000000000005,6,2,5,True,1216168,0.5836470096194062,CHEMBL4875508,1.0,0.1388888888888889,1.0
NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,CHEMBL3217784,1.2,-8.93646913030518,-7.63219611608941,357.77600000000007,3.8552000000000017,2.0661251256674333,0.644469381672002,92.93,5,3,5,True,CHEMBL2203556,0.7060275962236746,CHEMBL3217784,1.0,0.28,1.0
